"","Dataset","Frame","Synthesized.View","X.passes","WS.PSNR","CEL","theo_time","p1","p2","p3","V1","V2","V3","V4","V5","V6","V7"
"213","ClassroomVideo",20,4,2,31.689,0.0772463835158372,151.321,4,6,0,0,11,13,7,8,10,12
"214","ClassroomVideo",20,4,2,31.689,0.0769737318661636,151.857,4,7,0,0,11,13,7,8,10,12
"215","ClassroomVideo",20,4,2,31.6893,0.0772483660562645,151.321,5,6,0,0,11,13,7,8,10,12
"216","ClassroomVideo",20,4,2,31.6893,0.0769757074089439,151.857,5,7,0,0,11,13,7,8,10,12
"217","ClassroomVideo",20,4,2,31.7036,0.077069874948142,151.857,6,7,0,0,11,13,7,8,10,12
"218","ClassroomVideo",20,4,3,31.1122,0.0783592246017587,141.811,1,2,3,0,11,13,7,8,10,12
"219","ClassroomVideo",20,4,3,31.1111,0.0783498103149196,141.814,1,2,4,0,11,13,7,8,10,12
"220","ClassroomVideo",20,4,3,31.111,0.0785124258933429,141.519,1,2,5,0,11,13,7,8,10,12
"221","ClassroomVideo",20,4,3,31.1151,0.0734537836784055,151.321,1,2,6,0,11,13,7,8,10,12
"222","ClassroomVideo",20,4,3,31.1149,0.0731932014987784,151.857,1,2,7,0,11,13,7,8,10,12
"223","ClassroomVideo",20,4,3,31.1123,0.0783582721028954,141.814,1,3,4,0,11,13,7,8,10,12
"224","ClassroomVideo",20,4,3,31.1122,0.0785209053201337,141.519,1,3,5,0,11,13,7,8,10,12
"225","ClassroomVideo",20,4,3,31.1201,0.0734868260188606,151.321,1,3,6,0,11,13,7,8,10,12
"226","ClassroomVideo",20,4,3,31.1201,0.073227444240305,151.857,1,3,7,0,11,13,7,8,10,12
"227","ClassroomVideo",20,4,3,31.112,0.0785194920823352,141.519,1,4,5,0,11,13,7,8,10,12
"228","ClassroomVideo",20,4,3,31.1199,0.0734855043252424,151.321,1,4,6,0,11,13,7,8,10,12
"229","ClassroomVideo",20,4,3,31.1199,0.0732261272117848,151.857,1,4,7,0,11,13,7,8,10,12
"230","ClassroomVideo",20,4,3,31.1199,0.0734855043252424,151.321,1,5,6,0,11,13,7,8,10,12
"231","ClassroomVideo",20,4,3,31.1199,0.0732261272117848,151.857,1,5,7,0,11,13,7,8,10,12
"232","ClassroomVideo",20,4,3,31.1155,0.0731971525843392,151.857,1,6,7,0,11,13,7,8,10,12
"233","ClassroomVideo",20,4,3,31.2284,0.0791769500895539,141.814,2,3,4,0,11,13,7,8,10,12
"234","ClassroomVideo",20,4,3,31.2284,0.0793419964810379,141.519,2,3,5,0,11,13,7,8,10,12
"235","ClassroomVideo",20,4,3,31.2362,0.074254069164227,151.321,2,3,6,0,11,13,7,8,10,12
"236","ClassroomVideo",20,4,3,31.2362,0.0739919792963117,151.857,2,3,7,0,11,13,7,8,10,12
"237","ClassroomVideo",20,4,3,31.2284,0.0793419964810379,141.519,2,4,5,0,11,13,7,8,10,12
"238","ClassroomVideo",20,4,3,31.2362,0.074254069164227,151.321,2,4,6,0,11,13,7,8,10,12
"239","ClassroomVideo",20,4,3,31.2362,0.0739919792963117,151.857,2,4,7,0,11,13,7,8,10,12
"240","ClassroomVideo",20,4,3,31.2362,0.074254069164227,151.321,2,5,6,0,11,13,7,8,10,12
