"","Dataset","Frame","Synthesized.View","X.passes","WS.PSNR","CEL","theo_time","p1","p2","p3","V1","V2","V3","V4","V5","V6","V7"
"197","TechnicolorMuseum",50,6,2,14.7934,-0.156787521079258,33.208,1,2,0,0,1,17,11,4,13,12
"198","TechnicolorMuseum",50,6,2,17.9822,-0.0247509935724449,81.524,1,3,0,0,1,17,11,4,13,12
"199","TechnicolorMuseum",50,6,2,24.8842,0.0366687187495308,133.198,1,4,0,0,1,17,11,4,13,12
"200","TechnicolorMuseum",50,6,2,24.8792,0.0362558238034731,134.577,1,5,0,0,1,17,11,4,13,12
"201","TechnicolorMuseum",50,6,2,24.8764,0.0309078924016936,157.772,1,6,0,0,1,17,11,4,13,12
"202","TechnicolorMuseum",50,6,2,24.8764,0.0308394783774554,158.122,1,7,0,0,1,17,11,4,13,12
"203","TechnicolorMuseum",50,6,2,17.9724,-0.0248712035719543,81.524,2,3,0,0,1,17,11,4,13,12
"204","TechnicolorMuseum",50,6,2,23.901,0.029287226534933,133.198,2,4,0,0,1,17,11,4,13,12
"205","TechnicolorMuseum",50,6,2,23.8984,0.0289678028192039,134.577,2,5,0,0,1,17,11,4,13,12
"206","TechnicolorMuseum",50,6,2,23.8962,0.0246951296808052,157.772,2,6,0,0,1,17,11,4,13,12
"207","TechnicolorMuseum",50,6,2,23.8962,0.0246404674871302,158.122,2,7,0,0,1,17,11,4,13,12
"208","TechnicolorMuseum",50,6,2,23.5106,0.0263562515953693,133.198,3,4,0,0,1,17,11,4,13,12
"209","TechnicolorMuseum",50,6,2,23.5115,0.0260928687665797,134.577,3,5,0,0,1,17,11,4,13,12
"210","TechnicolorMuseum",50,6,2,23.5095,0.0222441244327257,157.772,3,6,0,0,1,17,11,4,13,12
"211","TechnicolorMuseum",50,6,2,23.5095,0.0221948874919366,158.122,3,7,0,0,1,17,11,4,13,12
"212","TechnicolorMuseum",50,6,2,26.4421,0.047869249574593,134.577,4,5,0,0,1,17,11,4,13,12
"213","TechnicolorMuseum",50,6,2,26.439,0.0408120579063459,157.772,4,6,0,0,1,17,11,4,13,12
"214","TechnicolorMuseum",50,6,2,26.439,0.0407217212026157,158.122,4,7,0,0,1,17,11,4,13,12
"215","TechnicolorMuseum",50,6,2,26.433,0.0407740283446999,157.772,5,6,0,0,1,17,11,4,13,12
"216","TechnicolorMuseum",50,6,2,26.433,0.0406837758186717,158.122,5,7,0,0,1,17,11,4,13,12
"217","TechnicolorMuseum",50,6,2,26.4313,0.0406730246265542,158.122,6,7,0,0,1,17,11,4,13,12
"218","TechnicolorMuseum",50,6,3,17.9698,-0.0249030960208037,81.524,1,2,3,0,1,17,11,4,13,12
"219","TechnicolorMuseum",50,6,3,23.8945,0.0292384270034085,133.198,1,2,4,0,1,17,11,4,13,12
"220","TechnicolorMuseum",50,6,3,23.8919,0.0289195033326646,134.577,1,2,5,0,1,17,11,4,13,12
"221","TechnicolorMuseum",50,6,3,23.8897,0.0246539309890221,157.772,1,2,6,0,1,17,11,4,13,12
"222","TechnicolorMuseum",50,6,3,23.8897,0.0245993599878575,158.122,1,2,7,0,1,17,11,4,13,12
"223","TechnicolorMuseum",50,6,3,23.4736,0.0260784696466914,133.198,1,3,4,0,1,17,11,4,13,12
"224","TechnicolorMuseum",50,6,3,23.4745,0.0258179332278175,134.577,1,3,5,0,1,17,11,4,13,12
"225","TechnicolorMuseum",50,6,3,23.4725,0.0220096088025759,157.772,1,3,6,0,1,17,11,4,13,12
"226","TechnicolorMuseum",50,6,3,23.4725,0.021960890957615,158.122,1,3,7,0,1,17,11,4,13,12
"227","TechnicolorMuseum",50,6,3,24.8834,0.0362870327024677,134.577,1,4,5,0,1,17,11,4,13,12
